30,googleusercontent.com,Error: getaddrinfo ENOENT
88,bp.blogspot.com,Error: getaddrinfo ENOENT
114,thepiratebay.org,400
131,amazonaws.com,Error: getaddrinfo ENOENT
144,stumbleupon.com,Error: Exceeded maxRedirects. Probably stuck in a redirect loop.
202,thepiratebay.se,400
343,secureintl.com,NO BODY
346,trekaklik.com,404
351,adjuggler.net,Error: getaddrinfo ENOENT
366,uimserv.net,Error: getaddrinfo ENOENT
129,yieldmanager.com,Error: ETIMEDOUT
383,akamaihd.net,Error: getaddrinfo ENOENT
398,17kuxun.com,Error: getaddrinfo ENOENT
167,xunlei.com,Error: ETIMEDOUT
183,iqiyi.com,Error: ETIMEDOUT
188,zol.com.cn,Error: ETIMEDOUT
436,media.tumblr.com,403
456,12306.cn,Error: getaddrinfo ENOENT
455,iloveyouxi.com,Error: getaddrinfo ENOENT
467,arpg2.com,Error: getaddrinfo ENOENT
473,irctc.co.in,403
481,livedoor.biz,Error: getaddrinfo ENOENT
479,pgmediaserve.com,Error: getaddrinfo ENOENT
492,sinaimg.cn,Error: getaddrinfo ENOENT
491,am10.ru,403
509,yomiuri.co.jp,Error: getaddrinfo ENOENT
518,gc.ca,Error: getaddrinfo ENOENT
314,seesaa.net,Error: ETIMEDOUT
320,paipai.com,Error: ETIMEDOUT
333,homeway.com.cn,Error: ETIMEDOUT
567,twcczhu.com,Error: getaddrinfo ENOENT
580,cocolog-nifty.com,Error: getaddrinfo ENOENT
586,linksynergy.com,Error: getaddrinfo ENOENT
372,xcar.com.cn,Error: ETIMEDOUT
597,geocities.jp,Error: getaddrinfo ENOENT
616,ocn.ne.jp,Error: getaddrinfo ENOENT
612,macys.com,Error: Exceeded maxRedirects. Probably stuck in a redirect loop.
652,yocc.net,Error: getaddrinfo ENOENT
662,sponichi.co.jp,Error: getaddrinfo ENOENT
670,mybrowserbar.com,Error: getaddrinfo ENOENT
699,asahi.com,Error: getaddrinfo ENOENT
736,nhk.or.jp,Error: getaddrinfo ENOENT
763,mediaset.it,Error: getaddrinfo ENOENT
791,100tjs.com,Error: getaddrinfo ENOENT
800,blogimg.jp,Error: getaddrinfo ENOENT
806,rakuten.ne.jp,Error: getaddrinfo ENOENT
808,searchengines.ru,Error: connect ECONNREFUSED
588,cmbchina.com,Error: ETIMEDOUT
827,nasa.gov,Error: getaddrinfo ENOENT
618,twimg.com,Error: ETIMEDOUT
855,itmedia.co.jp,Error: getaddrinfo ENOENT
859,pornerbros.com,400
631,multiupload.com,Error: ETIMEDOUT
639,neobux.com,Error: ETIMEDOUT
940,nikkansports.com,Error: getaddrinfo ENOENT
716,whitepages.com,Error: ETIMEDOUT
735,xyxy.net,Error: ETIMEDOUT
982,cloudfront.net,Error: getaddrinfo ENOENT
988,ahram.org.eg,404
994,klikbca.com,Error: getaddrinfo ENOENT
992,rightmove.co.uk,NO BODY
943,opensiteexplorer.org,Error: Exceeded maxRedirects. Probably stuck in a redirect loop.
814,cheshi.com.cn,Error: ETIMEDOUT
1035,sanspo.com,Error: getaddrinfo ENOENT
1050,jiuyaoyouxi.com,Error: getaddrinfo ENOENT
1055,accountonline.com,404
941,bitshare.com,502
1095,xiyou54.com,Error: getaddrinfo ENOENT
894,liveperson.net,Error: ETIMEDOUT
1122,prizegiveaway.org,302
1133,gougou.com,Error: getaddrinfo ENOENT
1198,sp.gov.br,Error: getaddrinfo ENOENT
1212,fat999.com,Error: getaddrinfo ENOENT
1215,hlwan.net,Error: getaddrinfo ENOENT
1192,caixa.gov.br,Error: Exceeded maxRedirects. Probably stuck in a redirect loop.
1023,funshion.com,Error: ETIMEDOUT
1256,2chblog.jp,Error: getaddrinfo ENOENT
1024,download-web.org,Error: ETIMEDOUT
1285,boc.cn,Error: getaddrinfo ENOENT
1084,icicibank.co.in,Error: ETIMEDOUT
1336,feedsportal.com,Error: getaddrinfo ENOENT
1343,cltrda.com,Error: getaddrinfo ENOENT
1347,hinet.net,Error: getaddrinfo ENOENT
1288,yousendit.com,Error: Exceeded maxRedirects. Probably stuck in a redirect loop.
1419,oricon.co.jp,Error: getaddrinfo ENOENT
1191,detiknews.com,Error: ETIMEDOUT
1435,ggpht.com,Error: getaddrinfo ENOENT
1437,gstatic.com,404
1440,ldblog.jp,Error: getaddrinfo ENOENT
1457,wjunction.com,400
1477,gob.ve,Error: getaddrinfo ENOENT
1470,americanas.com.br,Error: Parse Error
1490,qq937.com,Error: getaddrinfo ENOENT
1494,webry.info,Error: getaddrinfo ENOENT
1509,netteller.com,Error: getaddrinfo ENOENT
1511,cox.com,Error: socket hang up
1276,hh.ru,Error: ETIMEDOUT
1532,bookryanair.com,Error: getaddrinfo ENOENT
1536,staticflickr.com,Error: getaddrinfo ENOENT
1555,dospy.com,Error: getaddrinfo ENOENT
1552,ed.gov,Error: socket hang up
1632,attachmail.ru,Error: getaddrinfo ENOENT
1636,hotwire.com,Error: socket hang up
1414,canalblog.com,Error: ETIMEDOUT
1417,dpstream.net,Error: ETIMEDOUT
1659,skyscrapercity.com,400
1650,whirlpool.net.au,503
1696,haliyuya.com,Error: getaddrinfo ENOENT
1722,siteground.com,403
1761,lloydstsb.co.uk,403
1753,gamestop.com,Error: Exceeded maxRedirects. Probably stuck in a redirect loop.
1769,googleadservices.com,Error: getaddrinfo ENOENT
1785,dion.ne.jp,Error: getaddrinfo ENOENT
1548,amazon.ca,Error: ETIMEDOUT
1795,images-amazon.com,Error: getaddrinfo ENOENT
1584,jang.com.pk,Error: ETIMEDOUT
1816,abchina.com,Error: getaddrinfo ENOENT
1827,37see.com,Error: getaddrinfo ENOENT
1730,ebaumsworld.com,Error: socket hang up
1873,gy9y.com,Error: getaddrinfo ENOENT
1893,your-server.de,Error: getaddrinfo ENOENT
1895,nttdocomo.co.jp,Error: getaddrinfo ENOENT
1675,hespress.com,Error: ETIMEDOUT
1914,iza.ne.jp,Error: getaddrinfo ENOENT
1918,tokyo.jp,Error: getaddrinfo ENOENT
1716,zhibo8.com,Error: ETIMEDOUT
1927,vatanim.com.tr,Error: getaddrinfo ENOENT
1922,ssisurveys.com,400
1925,tiaosa.cn,400
1745,qire123.com,Error: ETIMEDOUT
1977,ime.nu,403
1810,free-lance.ru,Error: ETIMEDOUT
1990,axisbank.co.in,Error: getaddrinfo ENOENT
1997,zshare.net,400
2006,vector.co.jp,Error: getaddrinfo ENOENT
1993,118114.cn,404
1858,local.com,Error: ETIMEDOUT
2029,techarena.in,Error: Parse Error
2048,859652.com,Error: getaddrinfo ENOENT
2032,1o26.com,NO BODY
1899,kapook.com,Error: ETIMEDOUT
2080,doorblog.jp,Error: getaddrinfo ENOENT
2081,maybank2u.com.my,Error: getaddrinfo ENOENT
2085,kddi.com,Error: getaddrinfo ENOENT
2098,hepsiburada.com,Error: socket hang up
2110,zamunda.net,Error: connect ECONNREFUSED
2148,state.tx.us,Error: getaddrinfo ENOENT
2175,planetsuzy.org,400
2186,xi666.com,Error: getaddrinfo ENOENT
2010,ukr.net,Error: ETIMEDOUT
2279,web887.com,Error: getaddrinfo ENOENT
2282,kuronekoyamato.co.jp,Error: getaddrinfo ENOENT
2320,gov.it,Error: getaddrinfo ENOENT
2117,geo.tv,Error: ETIMEDOUT
2325,bankmandiri.co.id,Error: getaddrinfo ENOENT
2263,kmart.com,Error: Exceeded maxRedirects. Probably stuck in a redirect loop.
2341,jma.go.jp,Error: getaddrinfo ENOENT
2333,im286.com,Error: socket hang up
2378,6dad.com,Error: getaddrinfo ENOENT
2187,reliancebroadband.co.in,Error: ETIMEDOUT
2390,njobt.com,Error: getaddrinfo ENOENT
2406,esuteru.com,Error: getaddrinfo ENOENT
2412,netload.in,400
2221,naaptol.com,Error: ETIMEDOUT
2425,waw.pl,Error: getaddrinfo ENOENT
2292,fblife.com,Error: ETIMEDOUT
2451,ibanking-services.com,Error: getaddrinfo ENOENT
2476,enorth.com.cn,Error: connect ECONNREFUSED
2491,52tlbb.com,Error: socket hang up
2497,efukt.com,400
2503,anitube.jp,403
2512,results-page.net,Error: getaddrinfo ENOENT
2523,bancomer.com.mx,400
2345,index.hr,Error: ETIMEDOUT
2610,booksky.org,Error: getaddrinfo ENOENT
